YearID,TeamID,LeagueID,PlayerID,POS,Salary,yearID,Birth year,Age,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,OBP,SLG,Catcher,Infielder,PA,Age_Dummy
2001,ANA,AL,gilbe01,SS,350000,2000,1972,28,ANA,AL,110,301,28,72,14,1,6,23,10,6,30,59,0,5,5,2,7,0.312,0.352,0,1,343,0
2001,SDN,NL,jacksda04,SS,350000,2000,1973,27,SDN,NL,138,470,68,120,27,6,6,37,28,6,62,108,2,3,4,2,7,0.342,0.377,0,1,543,1
2001,MIL,NL,lopezlu02,SS,700000,2000,1970,30,MIL,NL,78,201,24,53,14,0,6,27,1,2,9,35,1,5,8,2,2,0.298,0.423,0,1,226,0
2001,SFN,NL,martira03,SS,300000,2000,1972,28,SFN,NL,88,189,30,57,13,2,6,25,3,2,15,22,1,1,4,1,6,0.348,0.487,0,1,211,0
2001,OAK,AL,menecfr01,SS,225000,2000,1971,29,OAK,AL,66,145,31,37,9,1,6,26,1,4,20,45,0,1,1,2,1,0.343,0.455,0,1,169,0
2001,BAL,AL,morame01,SS,270000,2000,1972,28,NYN,NL,79,215,35,56,13,2,6,30,7,3,18,48,3,2,2,5,3,0.314,0.423,0,1,245,0
2001,LAN,NL,bogarti01,SS,525000,2000,1966,34,HOU,NL,110,304,32,63,9,2,7,33,1,1,35,56,7,3,5,4,15,0.288,0.319,0,1,358,0
2001,FLO,NL,gonzaal02,SS,295000,2000,1977,23,FLO,NL,109,385,35,77,17,4,7,42,7,1,13,77,0,2,5,2,7,0.226,0.319,0,1,407,1
2001,LAN,NL,grudzma01,SS,4000000,2000,1970,30,LAN,NL,148,617,101,172,35,6,7,49,12,3,45,81,0,9,2,3,16,0.334,0.389,0,1,676,0
2001,SEA,AL,guillca01,SS,285000,2000,1975,25,SEA,AL,90,288,45,74,15,2,7,42,1,3,28,53,0,2,7,3,6,0.317,0.396,0,1,328,1
2001,MIL,NL,loretma01,SS,3500000,2000,1971,29,MIL,NL,91,352,49,99,21,1,7,40,0,3,37,38,2,1,8,1,9,0.343,0.406,0,1,401,0
2001,CLE,AL,vizquom01,SS,3000000,2000,1967,33,CLE,AL,156,613,101,176,27,3,7,66,22,10,87,72,0,5,7,5,13,0.374,0.375,0,1,717,0
2001,ARI,NL,womacto01,SS,4000000,2000,1969,31,ARI,NL,146,617,95,167,21,14,7,57,45,11,30,74,0,5,2,5,6,0.307,0.384,0,1,659,0
2001,MIN,AL,guzmacr01,SS,325000,2000,1978,22,MIN,AL,156,631,89,156,25,20,8,54,28,10,46,101,1,2,7,4,5,0.296,0.388,0,1,691,1
2001,COL,NL,shumpte01,SS,725000,2000,1966,34,COL,NL,115,263,52,68,11,7,9,40,8,4,28,40,1,6,0,3,3,0.340,0.456,0,1,301,0
2001,DET,AL,cruzde01,SS,3525000,2000,1972,28,DET,AL,156,583,68,176,46,5,10,82,1,4,13,43,2,4,8,7,25,0.314,0.449,0,1,617,0
2001,HOU,NL,lugoju01,SS,245000,2000,1975,25,HOU,NL,116,420,78,119,22,5,10,40,22,9,37,93,0,4,3,1,9,0.344,0.431,0,1,465,1
2001,COL,NL,perezne01,SS,3550000,2000,1973,27,COL,NL,162,651,92,187,39,11,10,71,3,6,30,63,6,0,7,11,9,0.310,0.427,0,1,705,1
2001,SEA,AL,bellda01,SS,2200000,2000,1972,28,SEA,AL,133,454,57,112,24,2,11,47,2,3,42,66,0,6,6,4,11,0.313,0.381,0,1,512,0
2001,MON,NL,blumge01,SS,260000,2000,1973,27,MON,NL,124,343,40,97,20,2,11,45,1,4,26,60,2,3,3,4,4,0.332,0.449,0,1,381,1
2001,CHN,NL,gutieri01,SS,3400000,2000,1970,30,CHN,NL,125,449,73,124,19,2,11,56,8,2,66,58,0,7,16,4,10,0.363,0.401,0,1,542,0
2001,MIL,NL,hernajo01,SS,3333333,2000,1969,31,MIL,NL,124,446,51,109,22,1,11,59,3,7,41,125,3,6,0,3,12,0.315,0.372,0,1,499,0
2001,CIN,NL,larkiba01,SS,9000000,2000,1964,36,CIN,NL,102,396,71,124,26,5,11,41,14,6,48,31,0,1,2,0,10,0.387,0.487,0,1,447,0
2001,CIN,NL,booneaa01,SS,400000,2000,1973,27,CIN,NL,84,291,44,83,18,0,12,43,6,1,24,52,1,10,2,4,5,0.353,0.471,0,1,332,1
2001,SFN,NL,dunstsh01,SS,1000000,2000,1963,37,SLN,NL,98,216,28,54,11,2,12,43,3,1,6,47,0,3,4,2,11,0.273,0.486,0,1,231,0
2001,MON,NL,cabreor01,SS,340000,2000,1974,26,MON,NL,125,422,47,100,25,1,13,55,4,4,25,28,3,1,3,3,12,0.278,0.393,0,1,457,1
2001,PIT,NL,mearepa01,SS,3790000,2000,1968,32,PIT,NL,132,462,55,111,22,2,13,47,1,0,36,91,6,8,5,3,13,0.302,0.381,0,1,520,0
2001,CHA,AL,claytro01,SS,4500000,2000,1970,30,TEX,AL,148,513,70,124,21,5,14,54,11,7,42,92,1,3,12,3,21,0.295,0.384,0,1,574,0
2001,TOR,AL,gonzaal01,SS,4250000,2000,1973,27,TOR,AL,141,527,68,133,31,2,15,69,4,4,43,113,0,4,16,1,14,0.305,0.404,0,1,591,1
2001,NYA,AL,jeterde01,SS,12600000,2000,1974,26,NYA,AL,148,593,119,201,31,4,15,73,22,4,68,99,4,12,3,3,14,0.414,0.481,0,1,683,1
2001,BAL,AL,bordimi01,SS,4500000,2000,1965,35,BAL,AL,100,391,70,116,22,1,16,59,6,5,34,71,0,1,2,5,12,0.349,0.481,0,1,433,0
2001,SLN,NL,renteed01,SS,4500000,2000,1976,24,SLN,NL,150,562,94,156,32,1,16,76,21,13,63,77,3,1,8,9,19,0.342,0.423,0,1,646,1
2001,SFN,NL,aurilri01,SS,3250000,2000,1971,29,SFN,NL,141,509,67,138,24,2,20,79,1,2,54,90,2,0,4,4,15,0.336,0.444,0,1,573,0
2001,LAN,NL,beltrad01,SS,1250000,2000,1979,21,LAN,NL,138,510,71,148,30,2,20,85,12,5,56,80,2,2,3,4,13,0.358,0.475,0,1,577,1
2001,BOS,AL,garcino01,SS,7250000,2000,1973,27,BOS,AL,140,529,104,197,51,3,21,96,5,2,61,50,20,2,0,7,8,0.434,0.599,0,1,619,1
2001,CHA,AL,valenjo03,SS,5166667,2000,1969,31,CHA,AL,144,568,107,155,37,6,25,92,19,2,59,106,1,4,13,4,11,0.336,0.491,0,1,649,0
2001,OAK,AL,chaveer01,SS,625000,2000,1977,23,OAK,AL,153,501,89,139,23,4,26,86,2,2,62,94,8,1,0,5,9,0.355,0.495,0,1,577,1
2001,OAK,AL,tejadmi01,SS,2025000,2000,1974,26,OAK,AL,160,607,105,167,32,1,30,115,6,0,66,102,6,4,2,2,15,0.348,0.479,0,1,687,1
2001,ATL,NL,jonesch06,SS,10333333,2000,1972,28,ATL,NL,156,579,118,180,38,1,36,111,14,7,95,64,10,2,0,10,14,0.404,0.566,0,1,696,0
2001,TEX,AL,rodrial01,SS,22000000,2000,1975,25,SEA,AL,148,554,134,175,34,2,41,132,15,4,100,121,5,7,0,11,10,0.420,0.606,0,1,677,1
2001,ANA,AL,glaustr01,SS,1250000,2000,1976,24,ANA,AL,159,563,120,160,37,1,47,102,14,11,112,163,6,2,0,1,14,0.404,0.604,0,1,684,1
